field,observed_value,suggested_value,score,status,form_type,polling_station_no,choice_no,source_pdf,source_page
party_name,ประชาชน ประชาชน เพื่อไทย เพื่อไทย,ประชากรไทย,0.45,no_confident_match,5_18,270.0,23,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,270.0,23,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,31
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
choice_name,นายเซิงชาย ชาลีรินทร์ นายณรงค์ แขนอก,นายเชิงชาย ชาลีรินทร์,0.717,no_confident_match,5_18,271.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
party_name,ประชาธิปัตย์ เพื่อไทย O,ประชาธิปัตย์,0.7273,no_confident_match,5_18,271.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,271.0,63,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,33
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,272.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,35
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,273.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,37
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,2,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,3,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,4,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,5,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,6,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,274.0,8,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,39
station_name,ลุ่มลำชี แบ่งเขต บ้านเขว้า,ลุ่มลำชี บ้านเขว้า,0.8293,no_confident_match,5_18,275.0,1,/content/ProjectDSDE_election2026/data/raw/pdfs/extracted/เขตเลือกตั้งที่ 2/อำเภอบ้านเขว้า/ต.ลุ่มลำชี แบ่งเขต.PDF,41
